OPE ID,Institution Name,City,State ,Zip Code,Institution Type,Institution Fiscal Year,Composite Score for Institution Fiscal Year Ending 7/01/2014 and 6/30/2015,,,,
01182100,Yeshivath Zichron Moshe,South Fallsburg,NY,12779-0580,Non Profit,06/30/2015,2.7,,,,
01183000,Berk Trade & Business School,Long Island City,NY,11101-0000,Proprietary,12/31/2014,2.5,,,,
01185900,Word of Life Bible Institute,Pottersville,NY,12860-0129,Non Profit,12/31/2014,2.8,,,,
01192100,Westchester School of Beauty Culture,Mount Vernon,NY,10550-2295,Proprietary,12/31/2014,1.5,,,,
01192200,Beth HaTalmud Rabbinical College,Brooklyn,NY,11214-2594,Non Profit,06/30/2015,1.5,,,,
01198400,Ohr HaMeir Theological Seminary,Peekskill,NY,10566-0990,Non Profit,06/30/2015,2.1,,,,
01201100,Talmudical Seminary Oholei Torah,Brooklyn,NY,11213-3310,Non Profit,06/30/2015,2.7,,,,
01210700,Institute of Design and Construction,Brooklyn,NY,11201-5380,Non Profit,06/30/2015,3.0,,,,
01227700,New York Chiropractic College,Seneca Falls,NY,13148-0800,Non Profit,08/31/2014,3.0,,,,
01235800,Plaza College,Forest Hills,NY,11375-7324,Proprietary,12/31/2014,2.8,,,,
01256100,Five Towns College,Dix Hills,NY,11746-5871,Proprietary,06/30/2015,2.5,,,,
01302600,Machzikei Hadath Rabbinical College,Brooklyn,NY,11204-1805,Non Profit,12/31/2014,2.1,,,,
01302700,Yeshivath Viznitz,Monsey,NY,10952-3021,Non Profit,08/31/2014,2.9,,,,
01302900,Boricua College,New York,NY,10032-1599,Non Profit,06/30/2015,2.6,,,,
02056400,Capri Cosmetology Learning Center,Nanuet,NY,10954-4915,Proprietary,06/30/2015,2.6,,,,
02066200,"New School, The",New York,NY,10011-8603,Non Profit,06/30/2015,3.0,,,,
02069000,New York School of Interior Design,New York,NY,10021-5110,Non Profit,06/30/2015,2.2,,,,
02093700,Long Island Business Institute,Flushing,NY,11354-2997,Proprietary,08/31/2014,2.5,,,,
02105900,Hair Design Institute at Fifth Avenue,Brooklyn,NY,11209-5409,Proprietary,12/31/2014,2.8,,,,
02125500,Circle in the Square Theatre School,New York,NY,10019-6795,Non Profit,06/30/2015,2.5,,,,
02152000,Yeshiva Shaar Hatorah,Richmond Hill,NY,11418-1469,Non Profit,08/31/2014,2.2,,,,
02157900,Rochester General-Isabella Graham Hart School of Practical Nursing,Rochester,NY,14617-5504,Non Profit,12/31/2014,1.8,,,,
02160100,Geneva General Hospital,Geneva,NY,14456-1651,Non Profit,12/31/2014,3.0,,,,
02163400,New York Career Institute,New York,NY,10007-2801,Proprietary,05/31/2015,1.7,,,,
02169100,Davis College,Johnson City,NY,13790-2712,Non Profit,06/30/2015,1.7,,,,
02170000,Swedish Institute,New York,NY,10001-6700,Proprietary,12/31/2014,1.4,,,,
02171900,Ailey School (The),New York,NY,10019-4402,Non Profit,06/30/2015,3.0,,,,
02176000,Cheryl Fell's School of Business,Niagara Falls,NY,14304-1505,Proprietary,08/31/2014,3.0,,,,
02182200,New School Center for Media,Albany,NY,12206-1106,Proprietary,12/31/2014,2.1,,,,
02191600,Torah Temimah Talmudical Seminary,Brooklyn,NY,11218-5913,Non Profit,08/31/2014,2.6,,,,
02206000,Hunter Business School,Levittown,NY,11756-1331,Proprietary,12/31/2014,2.9,,,,
02265100,Yeshiva Derech Chaim,Brooklyn,NY,11218-4413,Non Profit,06/30/2015,2.3,,,,
02275900,"Modern Welding School, Inc",Schenectady,NY,12304-2033,Proprietary,06/30/2015,2.6,,,,
02287800,National Tractor Trailer School,Liverpool,NY,13088-2505,Proprietary,07/31/2014,1.5,,,,
02294900,Institute Of Audio Research,New York,NY,10003-4595,Proprietary,12/31/2014,1.9,,,,
02350600,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,11230-4462,Non Profit,08/31/2014,1.5,,,,
02491400,Spanish-American Institute,New York,NY,10036-3913,Non Profit,07/31/2014,-0.1,,,,
02505800,Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,Non Profit,06/30/2015,3.0,,,,
02505900,Shor Yoshuv Rabbinical College,Lawrence,NY,11559-1714,Non Profit,08/31/2014,2.3,,,,
02506000,Associated Beth Rivkah Schools,Brooklyn,NY,11225-3096,Non Profit,08/31/2014,1.5,,,,
02506800,Yeshivat Mikdash Melech,Brooklyn,NY,11230-5601,Non Profit,08/31/2014,2.7,,,,
02511500,"Joffrey Ballet School, American Ballet Center",New York,NY,10011-8456,Proprietary,04/30/2015,0.5,,,,
02540800,Globe Institute of Technology,New York,NY,10018-4503,Proprietary,12/31/2014,1.1,,,,
02546000,Tri-State College of Acupuncture,New York,NY,10011-5126,Proprietary,06/30/2015,0.4,,,,
02546300,Yeshiva Of The Telshe Alumni,Riverdale,NY,10471-2897,Non Profit,06/30/2015,2.2,,,,
02550600,Talmudical Institute of Upstate New York,Rochester,NY,14607-3046,Non Profit,06/30/2015,3.0,,,,
02556700,Seminar L'Moros Bais Yaakov,Brooklyn,NY,11219-1699,Non Profit,08/31/2014,2.6,,,,
02572900,Business Informatics Center,Valley Stream,NY,11580-5431,Proprietary,12/31/2014,1.8,,,,
02575400,International Culinary Center,New York,NY,10013-2618,Proprietary,12/31/2014,-1.0,,,,
02587600,Orlo School of Hair Design & Cosmetology (The),Albany,NY,12206-1723,Proprietary,12/31/2014,1.8,,,,
02599400,New York College of Health Professions,Syosset,NY,11791-4413,Non Profit,12/31/2014,3.0,,,,
02600100,New York Academy of Art (The),New York,NY,10013-2911,Non Profit,06/30/2015,3.0,,,,
02616600,Shear Ego International School of Hair Design,Rochester,NY,14617-3501,Proprietary,12/31/2014,2.7,,,,
02622900,Rabbinical College of Yeshiva and Kolel Bais Medrosh Elyon Association,Monsey,NY,10952-3013,Non Profit,08/31/2014,2.6,,,,
03000100,Yeshiva Gedolah Imrei Yosef D'Spinka,Brooklyn,NY,11219-4696,Non Profit,08/31/2014,2.8,,,,
03007200,Dance Theatre of Harlem,New York,NY,10031-1896,Non Profit,06/30/2015,1.7,,,,
03095500,ASA Institute of Business and Computer Technology,Brooklyn,NY,11201-5208,Proprietary,12/31/2014,1.7,,,,
03096200,Charles Stuart School,Brooklyn,NY,11229-2004,Proprietary,12/31/2014,1.6,,,,
03103700,Adirondack Beauty School,Glen Falls,NY,12801-3158,Proprietary,12/31/2014,0.1,,,,
03120700,New York Conservatory For Dramatic Arts (The),New York,NY,10011-4225,Proprietary,12/31/2014,1.3,,,,
03127100,Yeshivas Novominsk,Brooklyn,NY,11204-2138,Non Profit,08/31/2014,2.2,,,,
03129200,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,11211-8102,Non Profit,06/30/2015,3.0,,,,
03147300,Yeshiva D'Monsey - (Administrative offices only),Monsey,NY,10952-3106,Non Profit,10/31/2014,2.1,,,,
03169300,Studio Jewelers,New York,NY,10016-4112,Proprietary,12/31/2014,2.6,,,,
03181400,Merkaz Bnos,Brooklyn,NY,11214-4911,Non Profit,08/31/2014,2.7,,,,
03193300,Manhattan School of Computer Technology,Brooklyn,NY,11230-1617,Non Profit,12/31/2014,2.8,,,,
03203300,New York Institute of Massage,Williamsville,NY,14221-6021,Proprietary,12/31/2014,2.9,,,,
03216300,Unification Theological Seminary,Barrytown,NY,12507-5021,Non Profit,06/30/2015,1.3,,,,
03328300,Franklin Career Institute,Brooklyn,NY,11220-3110,Non Profit,06/30/2015,2.0,,,,
03358300,Allen School,Jamaica,NY,11432-4901,Proprietary,12/31/2014,3.0,,,,
03419400,Northeastern Seminary,Rochester,NY,14624-1997,Non Profit,06/30/2015,2.4,,,,
03433500,Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,10019-2813,Proprietary,11/30/2014,3.0,,,,
03443300,New York College of Traditional Chinese Medicine,Mineola,NY,11501-4005,Non Profit,12/31/2014,3.0,,,,
03496300,Yeshiva Shaarei Torah of Rockland,Suffern,NY,10901-4003,Non Profit,08/31/2014,2.6,,,,
03537300,New York Automotive & Diesel Institute,Jamaica,NY,11433-1433,Proprietary,06/30/2015,2.5,,,,
03651300,Saint Joseph's Medical Center School of Radiography,Yonkers,NY,10701-4080,Non Profit,12/31/2014,-0.3,,,,
03652300,Metropolitan Learning Institute,Rego Park,NY,11374-2101,Non Profit,12/31/2014,2.6,,,,
03665400,Christie's Education,New York,NY,10036-8002,Proprietary,12/31/2014,2.5,,,,
03713300,Beis Medrash Heichal Dovid,Far Rockaway,NY,11691-4433,Non Profit,08/31/2014,2.1,,,,
03773300,Center for Natural Wellness School of Massage Therapy,Albany,NY,12205-1601,Proprietary,12/31/2014,1.5,,,,
03802300,UTA Mesivta of Kiryas Joel,Monroe,NY,10950-2169,Non Profit,08/31/2014,1.8,,,,
03881300,Union Graduate College,Schenectady,NY,12308-3131,Non Profit,08/31/2014,2.6,,,,
03903400,American Beauty School,Bronx,NY,10462-8003,Proprietary,12/31/2014,2.2,,,,
03934300,Yeshiva Zichron Aryeh,Far Rockaway,NY,11691-0000,Non Profit,08/31/2014,2.8,,,,
03941400,Elite Academy of Beauty Arts,Brooklyn,NY,11223-1630,Proprietary,12/31/2014,1.8,,,,
03983300,"School of Professional Horticulture, at the N. Y. Botanical Garden",Bronx,NY,10458-5126,Non Profit,06/30/2015,2.2,,,,
03988300,"SAE Institute of Technology, New York",New York,NY,10011-2915,Proprietary,06/30/2015,0.2,,,,
04043300,Ace Institute of Technology,New York,NY,10018-6473,Proprietary,12/31/2014,2.0,,,,
04095300,King's College (The),New York,NY,10004-1603,Non Profit,08/31/2014,1.2,,,,
04102300,New Age Training,New York,NY,10001-4006,Proprietary,12/31/2014,1.8,,,,
04115500,Talmudical Seminary of Bobov,Brooklyn,NY,11219-3826,Non Profit,03/31/2015,2.2,,,,
04117100,EDP School of Computer Programming,Brooklyn,NY,11235-0000,Non Profit,12/31/2014,2.7,,,,
04119600,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,11691-5219,Non Profit,08/31/2014,2.8,,,,
04125600,Career School of NY,Staten Island,NY,10301-2416,Non Profit,12/31/2014,1.6,,,,
04131500,Collective (The),New York,NY,10011-2026,Proprietary,12/31/2014,-0.1,,,,
04133700,New York Medical Career Training Center,Flushing,NY,11354-6504,Proprietary,12/31/2014,2.0,,,,
04138100,Yeshiva of Machzikai Hadas,Brooklyn,NY,11219-1408,Non Profit,06/30/2015,2.8,,,,
04144300,Institute of Culinary Education,New York,NY,10281-5205,Proprietary,12/31/2014,1.6,,,,
04151200,Salon Professional Academy (The),Tonawanda,NY,14150-9200,Proprietary,12/31/2014,3.0,,,,
04155300,Onondaga School of Therapeutic Massage,Syracuse,NY,13210-1533,Proprietary,12/31/2014,1.6,,,,
04156000,Academy of Cosmetology & Esthetics NYC (The),Staten Island,NY,10306-3003,Proprietary,06/30/2015,2.2,,,,
04157500,Access Careers,Brooklyn,NY,11201-5826,Proprietary,12/31/2014,1.8,,,,
04165700,"John Paolo's Xtreme Beauty, Goldwell Products Artistry",Latham,NY,12110-3053,Proprietary,12/31/2014,2.5,,,,
04166000,Manhattan Institute (The),New York,NY,10001-6516,Proprietary,03/31/2015,2.6,,,,
04167600,Finger Lakes School of Massage (The),Ithaca,NY,14850-1384,Proprietary,12/31/2014,0.6,,,,
04178700,Atelier Esthetique Institute of Esthetics,New York,NY,10011-7307,Proprietary,12/31/2014,2.6,,,,
04179800,Sotheby's Institute of Art - NY,New York,NY,10022-6717,Proprietary,08/31/2014,-1.0,,,,
04180200,Long Island Nail & Skin Care Institute,Levittown,NY,11756-1316,Proprietary,12/31/2014,1.7,,,,
04189000,Long Island Barber Institute (The),Hempstead,NY,11550-6317,Proprietary,12/31/2014,1.9,,,,
04190500,New York School of Esthetics & Day Spa,White Plains,NY,10606-3232,Proprietary,12/31/2014,1.6,,,,
04192800,Be'er Yaakov Talmudic Seminary,Spring Valley,NY,10977-1912,Non Profit,06/30/2015,2.3,,,,
04204300,Aesthetic Science Institute (The),Latham,NY,12110-1095,Proprietary,12/31/2014,3.0,,,,
04206200,Digital Film Academy,New York,NY,10036-3708,Proprietary,12/31/2014,2.1,,,,
04207400,Yeshiva Gedola Ohr Yisrael,Brooklyn,NY,11229-1817,Non Profit,08/31/2014,3.0,,,,
04207600,American Academy of Personal Training,New York,NY,10011-7301,Proprietary,12/31/2014,1.5,,,,
04208600,Relay Graduate School of Education,New York,NY,10011-4233,Non Profit,06/30/2015,3.0,,,,
04208800,Gloria Francis School of Make-up Artistry,Hicksville,NY,11801-3873,Proprietary,12/31/2014,2.6,,,,
04210400,Beth Medrash Meor Yitzchok,Monsey,NY,10952-4023,Non Profit,08/31/2014,2.7,,,,
04210700,New York Institute of Beauty,Islandia,NY,11749-1479,Proprietary,12/31/2014,2.6,,,,
04212500,Cactus Academy (The),Garden City,NY,11530-3402,Proprietary,12/31/2014,1.6,,,,
04213400,Access Careers,Hempstead,NY,11550-0000,Proprietary,12/31/2014,3.0,,,,
04213500,Sharp Edgez Barber Institute,Rochester,NY,14620-0000,Proprietary,06/30/2015,3.0,,,,
04215900,Yeshiva Gedolah Kesser Torah,Monsey,NY,10952-2127,Non Profit,08/31/2014,3.0,,,,
04223100,Arrojo Cosmetology School,New York,NY,10013-1814,Proprietary,12/31/2014,2.7,,,,
04223200,Grace International Beauty School,Flushing,NY,11355-2446,Proprietary,12/31/2014,2.6,,,,
04223300,Alliance Computing Solutions,Flushing,NY,11354-6507,Proprietary,12/31/2014,2.9,,,,
04225500,Westchester School for Dental Assistants,White Plains,NY,10606-1246,Proprietary,12/31/2014,1.5,,,,
04227200,Bet Medrash Gadol Ateret Torah,Brooklyn,NY,11223-1933,Non Profit,08/31/2014,2.4,,,,
04228300,Paul Mitchell the School Schenectady,Schenectady,NY,12305-2303,Proprietary,06/30/2015,1.6,,,,
04230100,Rabbinical College Ohr Yisroel,Brooklyn,NY,11236-5141,Non Profit,06/30/2015,2.5,,,,
04231500,Yeshiva Sholom Shachna,Brooklyn,NY,11230-2621,Non Profit,04/30/2015,2.8,,,,
04233700,"Christine Valmy International School forEsthetics, Skin Care & Make-up",New York,NY,10016-7701,Proprietary,04/30/2015,2.5,,,,
04234200,Center for Ultrasound Research & Education,White Plains,NY,10604-5104,Proprietary,12/31/2014,3.0,,,,
04234300,Culinary Tech Center,New York,NY,10001-2320,Proprietary,12/31/2014,1.5,,,,
04234900,AMG School of License Practical Nursing,Brooklyn,NY,11201-1728,Proprietary,12/31/2014,1.5,,,,
04237500,Dermalogica Academy,New York,NY,10011-2420,Proprietary,12/31/2014,1.7,,,,
04243200,Central Yeshiva Beth Joseph,Brooklyn,NY,11230-6043,Non Profit,08/31/2014,2.8,,,,
04245600,Yeshivas Maharit D'Satmar,Monroe,NY,10950-3136,Non Profit,08/31/2014,2.1,,,,
04249200,Professional Driver Institute,Churchville,NY,14428-9503,Proprietary,12/31/2014,-1.0,,,,
04250200,Focus Personal Training Institute,New York,NY,10001-6217,Proprietary,06/30/2015,2.1,,,,
04251400,Elim Bible Institute and College,Lima,NY,14485-9704,Non Profit,05/31/2015,2.4,,,,
04251900,Ferrara's Beauty School,Forest Hills,NY,11375-9601,Proprietary,12/31/2014,3.0,,,,
00301000,Antioch University,Yellow Springs,OH,45387-1608,Non Profit,06/30/2015,2.0,,,,
00301100,Art Academy of Cincinnati,Cincinnati,OH,45202-7106,Non Profit,05/31/2015,2.0,,,,
00301200,Ashland University,Ashland,OH,44805-3799,Non Profit,05/31/2015,2.4,,,,
00301400,Baldwin Wallace University,Berea,OH,44017-2088,Non Profit,06/30/2015,2.7,,,,
00301600,Bluffton University,Bluffton,OH,45817-2104,Non Profit,06/30/2015,2.7,,,,
00302300,Capital University,Columbus,OH,43209-2394,Non Profit,06/30/2015,2.3,,,,
00302400,Case Western Reserve University,Cleveland,OH,44106-7049,Non Profit,06/30/2015,2.8,,,,
00302500,Cedarville University,Cedarville,OH,45314-8564,Non Profit,06/30/2015,3.0,,,,
00302900,Cincinnati Christian University,Cincinnati,OH,45204-3200,Non Profit,06/30/2015,1.7,,,,
00303000,Ohio Christian University,Circleville,OH,43113-9487,Non Profit,06/30/2015,2.6,,,,
00303100,The Cleveland Institute of Music,Cleveland,OH,44106-1776,Non Profit,06/30/2015,2.2,,,,
00303300,Mount St. Joseph University,Cincinnati,OH,45233-1670,Non Profit,06/30/2015,2.6,,,,
00303500,Ohio Dominican University,Columbus,OH,43219-2099,Non Profit,06/30/2015,2.4,,,,
00303600,Franciscan University Of Steubenville,Steubenville,OH,43952-1763,Non Profit,05/31/2015,3.0,,,,
00303700,College of Wooster (The),Wooster,OH,44691-2363,Non Profit,06/30/2015,2.2,,,,
00303900,Columbus College of Art & Design,Columbus,OH,43215-1758,Non Profit,06/30/2015,2.6,,,,
00304100,Defiance College,Defiance,OH,43512-1695,Non Profit,06/30/2015,2.8,,,,
00304200,Denison University,Granville,OH,43023-1329,Non Profit,06/30/2015,2.9,,,,
00304400,Trinity Lutheran Seminary,Columbus,OH,43209-2234,Non Profit,06/30/2015,1.4,,,,
00304500,University of Findlay,Findlay,OH,45840-3695,Non Profit,07/31/2014,2.8,,,,
00304600,Franklin University,Columbus,OH,43215-5399,Non Profit,07/31/2014,3.0,,,,
00304800,Heidelberg University,Tiffin,OH,44883-2462,Non Profit,06/30/2015,3.0,,,,
00304900,Hiram College,Hiram,OH,44234-1808,Non Profit,06/30/2015,1.1,,,,
00305000,John Carroll University,University Heights,OH,44118-4581,Non Profit,05/31/2015,2.5,,,,
00306500,Kenyon College,Gambier,OH,43022-9623,Non Profit,06/30/2015,2.9,,,,
00306600,Lake Erie College,Painesville,OH,44077-3389,Non Profit,06/30/2015,1.3,,,,
00306900,Lourdes University,Sylvania,OH,43560-2898,Non Profit,06/30/2015,2.2,,,,
00307200,Malone University,Canton,OH,44709-3897,Non Profit,06/30/2015,1.9,,,,
00307300,Marietta College,Marietta,OH,45750-4033,Non Profit,06/30/2015,2.7,,,,
00307500,Methodist Theological School in Ohio,Delaware,OH,43015-3211,Non Profit,06/30/2015,2.2,,,,
00308300,University of Mount Union,Alliance,OH,44601-3993,Non Profit,06/30/2015,3.0,,,,
00308400,Muskingum University,New Concord,OH,43762-1199,Non Profit,06/30/2015,3.0,,,,
00308500,Notre Dame College of Ohio,South Euclid,OH,44121-4293,Non Profit,06/30/2015,1.6,,,,
00308600,Oberlin College,Oberlin,OH,44074-1090,Non Profit,06/30/2015,2.3,,,,
00308900,Ohio Northern University,Ada,OH,45810-1555,Non Profit,05/31/2015,2.2,,,,
00310900,Ohio Wesleyan University,Delaware,OH,43015-2398,Non Profit,06/30/2015,3.0,,,,
00311000,Otterbein University,Westerville,OH,43081-2006,Non Profit,06/30/2015,2.9,,,,
00311300,Pontifical College Josephinum,Columbus,OH,43235-1498,Non Profit,06/30/2015,3.0,,,,
00311400,Firelands Regional Medical Center,Sandusky,OH,44870-4788,Non Profit,12/31/2014,2.4,,,,
00311500,Rabbinical College of Telshe,Wickliffe,OH,44092-2584,Non Profit,06/30/2015,1.1,,,,
00312100,Tiffin University,Tiffin,OH,44883-2161,Non Profit,04/30/2015,3.0,,,,
00312200,United Theological Seminary,Trotwood,OH,45426-2308,Non Profit,06/30/2015,0.9,,,,
00312700,University of Dayton,Dayton,OH,45469-1668,Non Profit,06/30/2015,2.9,,,,
00313400,Ursuline College,Pepper Pike,OH,44124-4398,Non Profit,06/30/2015,3.0,,,,
00313500,Walsh University,North Canton,OH,44720-3396,Non Profit,06/30/2015,3.0,,,,
00314100,Wilberforce University,Wilberforce,OH,45384-1001,Non Profit,06/30/2015,1.3,,,,
00314200,Wilmington College,Wilmington,OH,45177-2499,Non Profit,06/30/2015,2.9,,,,
00314300,Wittenberg University,Springfield,OH,45501-2199,Non Profit,06/30/2015,2.2,,,,
00314400,Xavier University,Cincinnati,OH,45207-1035,Non Profit,06/30/2015,2.2,,,,
00398200,Cleveland Institute of Art (The),Cleveland,OH,44106-4387,Non Profit,06/30/2015,3.0,,,,
00406000,Winebrenner Theological Seminary,Findlay,OH,45840-7514,Non Profit,06/30/2015,0.9,,,,
00485500,Davis College,Toledo,OH,43623-4307,Proprietary,06/30/2015,1.6,,,,
00486100,University of Northwestern Ohio,Lima,OH,45805-1498,Non Profit,06/30/2015,3.0,,,,
00486600,Stautzenberger College,Maumee,OH,43537-4007,Proprietary,12/31/2014,1.9,,,,
00510200,School of Diagnostic Imaging-Cleveland Clinic Health System,Euclid,OH,44119-1090,Non Profit,12/31/2014,3.0,,,,
00648700,Aultman College of Nursing and Health Sciences,Canton,OH,44710-1799,Non Profit,12/31/2014,2.2,,,,
00648900,Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2906,Non Profit,06/30/2015,2.9,,,,
00649400,Good Samaritan College of Nursing and Health Science,Cincinnati,OH,45220-2489,Non Profit,06/30/2015,2.4,,,,
00650700,Trinity Health System School of Nursing,Steubenville,OH,43952-2667,Non Profit,12/31/2014,2.8,,,,
00703500,Kettering College,Kettering,OH,45429-1299,Non Profit,12/31/2014,3.0,,,,
00708500,Mount Vernon Nazarene University,Mount Vernon,OH,43050-9500,Non Profit,05/31/2015,3.0,,,,
00953000,Gerber Akron Beauty School,Akron,OH,44313-6995,Proprietary,06/30/2015,1.9,,,,
00953100,Spa School (The),Columbus,OH,43214-1524,Proprietary,12/31/2014,1.7,,,,
00966000,Tiffin Academy of Hair Design,Tiffin,OH,44883-2833,Proprietary,12/31/2014,2.6,,,,
01001700,Payne Theological Seminary,Wilberforce,OH,45384-0474,Non Profit,06/30/2015,3.0,,,,
01028000,Ohio State Beauty Academy,Lima,OH,45807-4950,Proprietary,06/30/2015,3.0,,,,
01063000,Northern Institute of Cosmetology,Lorain,OH,44052-1803,Proprietary,06/30/2015,2.4,,,,
01088000,Chatfield College,Saint Martin,OH,45118-9705,Non Profit,06/30/2015,3.0,,,,
01090600,Cincinnati College of Mortuary Science,Cincinnati,OH,45224-1462,Non Profit,06/30/2015,3.0,,,,
01092300,Union Institute & University,Cincinnati,OH,45206-1925,Non Profit,06/30/2015,2.8,,,,
01099300,Hobart Institute of Welding Technology,Troy,OH,45373-2400,Non Profit,12/31/2014,3.0,,,,
01174400,National Beauty College,Canton,OH,44709-1837,Proprietary,12/31/2014,2.0,,,,
01174500,Ohio Technical College,Cleveland,OH,44103-1228,Proprietary,12/31/2014,2.2,,,,
